"","genus","common_name1","nutrient","id.x","food_desc","food_group","refuse","notes","value","units.x","trace","units.y","units","id.y","common_name2","scientific_name1","scientific_name2","family","order","class","phylum","kingdom","algae_type"
"774","gelidium","tengusa","aspartic acid","09027","Algae, ""Tengusa"", agar-agar","Algae","0","Containing strip agar
Estimation from data of the USA",110,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"775","gelidium","tengusa","phosphorus","09025","Algae, ""Tengusa"", dried","Algae","0",NA,180,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"776","gelidium","tengusa","phosphorus","09025","Algae, ""Tengusa"", dried","Algae","0",NA,180,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"777","gelidium","tengusa","retinol","09025","Algae, ""Tengusa"", dried","Algae","0",NA,0,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"778","gelidium","tengusa","retinol","09025","Algae, ""Tengusa"", dried","Algae","0",NA,0,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"779","gelidium","tengusa","manganese","09027","Algae, ""Tengusa"", agar-agar","Algae","0","Containing strip agar
Estimation from data of the USA",3.19,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"780","gelidium","tengusa","manganese","09027","Algae, ""Tengusa"", agar-agar","Algae","0","Containing strip agar
Estimation from data of the USA",3.19,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"781","gelidium","tengusa","vitamin k","09028","Algae, ""Tengusa"", agar jelly","Algae","0",NA,0,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"782","gelidium","tengusa","vitamin k","09028","Algae, ""Tengusa"", agar jelly","Algae","0",NA,0,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"783","gelidium","tengusa","methionine","09049","Algae, ""Tengusa"", agar-agar powder","Algae","0","Including red algae other than Tengusa
Estimation from data of the USA",2.5,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"784","gelidium","tengusa","methionine","09049","Algae, ""Tengusa"", agar-agar powder","Algae","0","Including red algae other than Tengusa
Estimation from data of the USA",2.5,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"785","gelidium","tengusa","energy kcal","09026","Algae, ""Tengusa"", ""Tokoroten"" (Gelidium jelly)","Algae","0",NA,2,"kcal/100 g",FALSE,"kcal/100 g","kcal/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"786","gelidium","tengusa","energy kcal","09026","Algae, ""Tengusa"", ""Tokoroten"" (Gelidium jelly)","Algae","0",NA,2,"kcal/100 g",FALSE,"kcal/100 g","kcal/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"787","gelidium","tengusa","isoleucine","09026","Algae, ""Tengusa"", ""Tokoroten"" (Gelidium jelly)","Algae","0",NA,8.5,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"788","gelidium","tengusa","isoleucine","09026","Algae, ""Tengusa"", ""Tokoroten"" (Gelidium jelly)","Algae","0",NA,8.5,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"789","gelidium","tengusa","beta cryptoxanthin","09049","Algae, ""Tengusa"", agar-agar powder","Algae","0","Including red algae other than Tengusa
Estimation from data of the USA",0,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"790","gelidium","tengusa","beta cryptoxanthin","09049","Algae, ""Tengusa"", agar-agar powder","Algae","0","Including red algae other than Tengusa
Estimation from data of the USA",0,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"791","gelidium","tengusa","tyrosine","09026","Algae, ""Tengusa"", ""Tokoroten"" (Gelidium jelly)","Algae","0",NA,0.9,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"792","gelidium","tengusa","tyrosine","09026","Algae, ""Tengusa"", ""Tokoroten"" (Gelidium jelly)","Algae","0",NA,0.9,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"793","gelidium","tengusa","alanine","09026","Algae, ""Tengusa"", ""Tokoroten"" (Gelidium jelly)","Algae","0",NA,9.5,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"794","gelidium","tengusa","alanine","09026","Algae, ""Tengusa"", ""Tokoroten"" (Gelidium jelly)","Algae","0",NA,9.5,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"795","gelidium","tengusa","arginine","09026","Algae, ""Tengusa"", ""Tokoroten"" (Gelidium jelly)","Algae","0",NA,2.1,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"796","gelidium","tengusa","arginine","09026","Algae, ""Tengusa"", ""Tokoroten"" (Gelidium jelly)","Algae","0",NA,2.1,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"797","gelidium","tengusa","delta tocopherol","09028","Algae, ""Tengusa"", agar jelly","Algae","0",NA,0,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"798","gelidium","tengusa","delta tocopherol","09028","Algae, ""Tengusa"", agar jelly","Algae","0",NA,0,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"799","gelidium","tengusa","vitamin k","09026","Algae, ""Tengusa"", ""Tokoroten"" (Gelidium jelly)","Algae","0",NA,0,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"800","gelidium","tengusa","vitamin k","09026","Algae, ""Tengusa"", ""Tokoroten"" (Gelidium jelly)","Algae","0",NA,0,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"801","gelidium","tengusa","protein the sum of amino acid residues","09027","Algae, ""Tengusa"", agar-agar","Algae","0","Containing strip agar
Estimation from data of the USA",1,"g/100 g",FALSE,"g/100 g","g/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"802","gelidium","tengusa","protein the sum of amino acid residues","09027","Algae, ""Tengusa"", agar-agar","Algae","0","Containing strip agar
Estimation from data of the USA",1,"g/100 g",FALSE,"g/100 g","g/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"803","gelidium","tengusa","vitamin k","09025","Algae, ""Tengusa"", dried","Algae","0",NA,730,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"804","gelidium","tengusa","vitamin k","09025","Algae, ""Tengusa"", dried","Algae","0",NA,730,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"805","gelidium","tengusa","alpha tocopherol","09049","Algae, ""Tengusa"", agar-agar powder","Algae","0","Including red algae other than Tengusa
Estimation from data of the USA",0,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"806","gelidium","tengusa","alpha tocopherol","09049","Algae, ""Tengusa"", agar-agar powder","Algae","0","Including red algae other than Tengusa
Estimation from data of the USA",0,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"807","gelidium","tengusa","retinol","09026","Algae, ""Tengusa"", ""Tokoroten"" (Gelidium jelly)","Algae","0",NA,0,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"808","gelidium","tengusa","retinol","09026","Algae, ""Tengusa"", ""Tokoroten"" (Gelidium jelly)","Algae","0",NA,0,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"809","gelidium","tengusa","calcium","09028","Algae, ""Tengusa"", agar jelly","Algae","0",NA,10,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"810","gelidium","tengusa","calcium","09028","Algae, ""Tengusa"", agar jelly","Algae","0",NA,10,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"811","gelidium","tengusa","magnesium","09026","Algae, ""Tengusa"", ""Tokoroten"" (Gelidium jelly)","Algae","0",NA,4,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"812","gelidium","tengusa","magnesium","09026","Algae, ""Tengusa"", ""Tokoroten"" (Gelidium jelly)","Algae","0",NA,4,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"813","gelidium","tengusa","molybdenum","09026","Algae, ""Tengusa"", ""Tokoroten"" (Gelidium jelly)","Algae","0",NA,1,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"814","gelidium","tengusa","molybdenum","09026","Algae, ""Tengusa"", ""Tokoroten"" (Gelidium jelly)","Algae","0",NA,1,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"815","gelidium","tengusa","magnesium","09025","Algae, ""Tengusa"", dried","Algae","0",NA,1100,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"816","gelidium","tengusa","magnesium","09025","Algae, ""Tengusa"", dried","Algae","0",NA,1100,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"817","gelidium","tengusa","valine","09027","Algae, ""Tengusa"", agar-agar","Algae","0","Containing strip agar
Estimation from data of the USA",120,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"818","gelidium","tengusa","valine","09027","Algae, ""Tengusa"", agar-agar","Algae","0","Containing strip agar
Estimation from data of the USA",120,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"819","gelidium","tengusa","threonine","09027","Algae, ""Tengusa"", agar-agar","Algae","0","Containing strip agar
Estimation from data of the USA",41,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"820","gelidium","tengusa","threonine","09027","Algae, ""Tengusa"", agar-agar","Algae","0","Containing strip agar
Estimation from data of the USA",41,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"821","gelidium","tengusa","lysine","09027","Algae, ""Tengusa"", agar-agar","Algae","0","Containing strip agar
Estimation from data of the USA",43,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"822","gelidium","tengusa","lysine","09027","Algae, ""Tengusa"", agar-agar","Algae","0","Containing strip agar
Estimation from data of the USA",43,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"823","gelidium","tengusa","serine","09027","Algae, ""Tengusa"", agar-agar","Algae","0","Containing strip agar
Estimation from data of the USA",34,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"824","gelidium","tengusa","serine","09027","Algae, ""Tengusa"", agar-agar","Algae","0","Containing strip agar
Estimation from data of the USA",34,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"825","gelidium","tengusa","copper","09026","Algae, ""Tengusa"", ""Tokoroten"" (Gelidium jelly)","Algae","0",NA,0.01,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"826","gelidium","tengusa","copper","09026","Algae, ""Tengusa"", ""Tokoroten"" (Gelidium jelly)","Algae","0",NA,0.01,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"827","gelidium","tengusa","niacin","09028","Algae, ""Tengusa"", agar jelly","Algae","0",NA,0,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"828","gelidium","tengusa","niacin","09028","Algae, ""Tengusa"", agar jelly","Algae","0",NA,0,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"829","gelidium","tengusa","dietary fiber total","09049","Algae, ""Tengusa"", agar-agar powder","Algae","0","Including red algae other than Tengusa
Estimation from data of the USA",79,"g/100 g",FALSE,"g/100 g","g/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"830","gelidium","tengusa","dietary fiber total","09049","Algae, ""Tengusa"", agar-agar powder","Algae","0","Including red algae other than Tengusa
Estimation from data of the USA",79,"g/100 g",FALSE,"g/100 g","g/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"831","gelidium","tengusa","fatty acid 20 1","09027","Algae, ""Tengusa"", agar-agar","Algae","0","Containing strip agar
Estimation from data of the USA",6,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"832","gelidium","tengusa","fatty acid 20 1","09027","Algae, ""Tengusa"", agar-agar","Algae","0","Containing strip agar
Estimation from data of the USA",6,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"833","gelidium","tengusa","fatty acid 6 0","09049","Algae, ""Tengusa"", agar-agar powder","Algae","0","Including red algae other than Tengusa
Estimation from data of the USA",0,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"834","gelidium","tengusa","fatty acid 6 0","09049","Algae, ""Tengusa"", agar-agar powder","Algae","0","Including red algae other than Tengusa
Estimation from data of the USA",0,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"835","gelidium","tengusa","manganese","09025","Algae, ""Tengusa"", dried","Algae","0",NA,0.63,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"836","gelidium","tengusa","manganese","09025","Algae, ""Tengusa"", dried","Algae","0",NA,0.63,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"837","gelidium","tengusa","glycine","09027","Algae, ""Tengusa"", agar-agar","Algae","0","Containing strip agar
Estimation from data of the USA",78,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"838","gelidium","tengusa","glycine","09027","Algae, ""Tengusa"", agar-agar","Algae","0","Containing strip agar
Estimation from data of the USA",78,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"839","gelidium","tengusa","fatty acid 20 5 n 3","09049","Algae, ""Tengusa"", agar-agar powder","Algae","0","Including red algae other than Tengusa
Estimation from data of the USA",77,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"840","gelidium","tengusa","fatty acid 20 5 n 3","09049","Algae, ""Tengusa"", agar-agar powder","Algae","0","Including red algae other than Tengusa
Estimation from data of the USA",77,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"841","gelidium","tengusa","protein calculated from reference nitrogen","09026","Algae, ""Tengusa"", ""Tokoroten"" (Gelidium jelly)","Algae","0",NA,0.2,"g/100 g",FALSE,"g/100 g","g/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"842","gelidium","tengusa","protein calculated from reference nitrogen","09026","Algae, ""Tengusa"", ""Tokoroten"" (Gelidium jelly)","Algae","0",NA,0.2,"g/100 g",FALSE,"g/100 g","g/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"843","gelidium","tengusa","niacin","09025","Algae, ""Tengusa"", dried","Algae","0",NA,2.2,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"844","gelidium","tengusa","niacin","09025","Algae, ""Tengusa"", dried","Algae","0",NA,2.2,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"845","gelidium","tengusa","delta tocopherol","09025","Algae, ""Tengusa"", dried","Algae","0",NA,0,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"846","gelidium","tengusa","delta tocopherol","09025","Algae, ""Tengusa"", dried","Algae","0",NA,0,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"847","gelidium","tengusa","vitamin k","09049","Algae, ""Tengusa"", agar-agar powder","Algae","0","Including red algae other than Tengusa
Estimation from data of the USA",0,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"848","gelidium","tengusa","vitamin k","09049","Algae, ""Tengusa"", agar-agar powder","Algae","0","Including red algae other than Tengusa
Estimation from data of the USA",0,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"849","gelidium","tengusa","copper","09027","Algae, ""Tengusa"", agar-agar","Algae","0","Containing strip agar
Estimation from data of the USA",0.02,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"850","gelidium","tengusa","copper","09027","Algae, ""Tengusa"", agar-agar","Algae","0","Containing strip agar
Estimation from data of the USA",0.02,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"851","gelidium","tengusa","alanine","09027","Algae, ""Tengusa"", agar-agar","Algae","0","Containing strip agar
Estimation from data of the USA",110,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"852","gelidium","tengusa","alanine","09027","Algae, ""Tengusa"", agar-agar","Algae","0","Containing strip agar
Estimation from data of the USA",110,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"853","gelidium","tengusa","phosphorus","09027","Algae, ""Tengusa"", agar-agar","Algae","0","Containing strip agar
Estimation from data of the USA",34,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"854","gelidium","tengusa","phosphorus","09027","Algae, ""Tengusa"", agar-agar","Algae","0","Containing strip agar
Estimation from data of the USA",34,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"855","gelidium","tengusa","magnesium","09049","Algae, ""Tengusa"", agar-agar powder","Algae","0","Including red algae other than Tengusa
Estimation from data of the USA",39,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"856","gelidium","tengusa","magnesium","09049","Algae, ""Tengusa"", agar-agar powder","Algae","0","Including red algae other than Tengusa
Estimation from data of the USA",39,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"857","gelidium","tengusa","valine","09049","Algae, ""Tengusa"", agar-agar powder","Algae","0","Including red algae other than Tengusa
Estimation from data of the USA",9.1,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"858","gelidium","tengusa","valine","09049","Algae, ""Tengusa"", agar-agar powder","Algae","0","Including red algae other than Tengusa
Estimation from data of the USA",9.1,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"859","gelidium","tengusa","fatty acid 10 0","09027","Algae, ""Tengusa"", agar-agar","Algae","0","Containing strip agar
Estimation from data of the USA",0,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"860","gelidium","tengusa","fatty acid 10 0","09027","Algae, ""Tengusa"", agar-agar","Algae","0","Containing strip agar
Estimation from data of the USA",0,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"861","gelidium","tengusa","tryptophan","09026","Algae, ""Tengusa"", ""Tokoroten"" (Gelidium jelly)","Algae","0",NA,0.4,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"862","gelidium","tengusa","tryptophan","09026","Algae, ""Tengusa"", ""Tokoroten"" (Gelidium jelly)","Algae","0",NA,0.4,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"863","gelidium","tengusa","cholesterol","09026","Algae, ""Tengusa"", ""Tokoroten"" (Gelidium jelly)","Algae","0",NA,0,"mg/100 ｇ",FALSE,"mg/100 ｇ","mg/100 ｇ","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"864","gelidium","tengusa","cholesterol","09026","Algae, ""Tengusa"", ""Tokoroten"" (Gelidium jelly)","Algae","0",NA,0,"mg/100 ｇ",FALSE,"mg/100 ｇ","mg/100 ｇ","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"865","gelidium","tengusa","carbohydrate total calculated by difference","09028","Algae, ""Tengusa"", agar jelly","Algae","0",NA,1.5,"g/100 g",FALSE,"g/100 g","g/100 g","09025 028",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
"866","gelidium","tengusa","carbohydrate total calculated by difference","09028","Algae, ""Tengusa"", agar jelly","Algae","0",NA,1.5,"g/100 g",FALSE,"g/100 g","g/100 g","09049",NA,"Gelidium elegans",NA,"gelidiaceae","gelidiales","florideophyceae","rhodophyta","plantae","red"
